Model_NM	QcParam_NO	Prefix_NM	Column_NO	Search_NM	MachinePrefix_NM	Del_FG	UpdUser_CD	LastUpd_DT	Header_NM	StartUp_FG	EquipPart_ID	XPath	XPath_SearchNO
MD-Syringe8	8286	SM	6	1	EM40051	0	30958     	2018-08-29 21:02:00.367	NULL	0		NULL	NULL
MD-Syringe8	8287	SM	6	2	EM40051	0	30958     	2018-08-29 21:02:00.903	NULL	0		NULL	NULL
MD-Syringe8	8288	SM	6	3	EM40051	0	30958     	2018-08-29 21:02:01.440	NULL	0		NULL	NULL
MD-Syringe8	8289	SM	6	4	EM40051	0	30958     	2018-08-29 21:02:01.977	NULL	0		NULL	NULL
MD-Syringe8	8290	SM	6	5	EM40051	0	30958     	2018-08-29 21:02:02.510	NULL	0		NULL	NULL
MD-Syringe8	8291	SM	6	6	EM40051	0	30958     	2018-08-29 21:02:03.037	NULL	0		NULL	NULL
MD-Syringe8	8292	SM	6	7	EM40051	0	30958     	2018-08-29 21:02:03.587	NULL	0		NULL	NULL
MD-Syringe8	8293	SM	6	8	EM40051	0	30958     	2018-08-29 21:02:04.137	NULL	0		NULL	NULL
MD-Syringe8	8294	SM	6	NULL	EM40051	0	30958     	2018-08-29 21:02:04.703	NULL	0		NULL	NULL
MD-Syringe8	100001	SD	0	NULL	EM40057	0	42940     	2016-06-16 19:00:00.000	NULL	0		NULL	NULL
